Year,Value,UNIT_MEASURE,SERIES
2001,,Проценат,Удио додане вриједности пољопривреде у БДП-у
2002,,Проценат,Удио додане вриједности пољопривреде у БДП-у
2003,8.11,Проценат,Удио додане вриједности пољопривреде у БДП-у
2004,8.58,Проценат,Удио додане вриједности пољопривреде у БДП-у
2005,8.3,Проценат,Удио додане вриједности пољопривреде у БДП-у
2006,8.05,Проценат,Удио додане вриједности пољопривреде у БДП-у
2007,7.7,Проценат,Удио додане вриједности пољопривреде у БДП-у
2008,7.21,Проценат,Удио додане вриједности пољопривреде у БДП-у
2009,7.08,Проценат,Удио додане вриједности пољопривреде у БДП-у
2010,6.8,Проценат,Удио додане вриједности пољопривреде у БДП-у
2011,6.76,Проценат,Удио додане вриједности пољопривреде у БДП-у
2012,6.14,Проценат,Удио додане вриједности пољопривреде у БДП-у
2013,6.84,Проценат,Удио додане вриједности пољопривреде у БДП-у
2014,5.95,Проценат,Удио додане вриједности пољопривреде у БДП-у
2015,6.04,Проценат,Удио додане вриједности пољопривреде у БДП-у
2016,6.17,Проценат,Удио додане вриједности пољопривреде у БДП-у
2017,5.43,Проценат,Удио додане вриједности пољопривреде у БДП-у
2018,5.72,Проценат,Удио додане вриједности пољопривреде у БДП-у
2019,5.45,Проценат,Удио додане вриједности пољопривреде у БДП-у
2020,5.91,Проценат,Удио додане вриједности пољопривреде у БДП-у
2021,5.02,Проценат,Удио додане вриједности пољопривреде у БДП-у
2022,4.83,Проценат,Удио додане вриједности пољопривреде у БДП-у
2023,4.68,Проценат,Удио додане вриједности пољопривреде у БДП-у
2024,4.28,Проценат,Удио додане вриједности пољопривреде у БДП-у
2003,0.21,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2004,0.2,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2005,0.21,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2006,0.21,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2007,0.22,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2008,0.24,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2009,0.25,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2010,0.25,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2011,0.25,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2012,0.28,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2013,0.25,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2014,0.28,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2015,0.31,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2016,0.25,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2017,0.3,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2018,0.26,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2019,0.27,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2020,0.3,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2021,0.34,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2022,0.4,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2023,0.47,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2024,0.47,Индекс,Индекс оријентисаности на пољопривреду за државне расходе
2003,1.72,Проценат,Удио пољопривреде у државним расходима (%)
2004,1.72,Проценат,Удио пољопривреде у државним расходима (%)
2005,1.72,Проценат,Удио пољопривреде у државним расходима (%)
2006,1.72,Проценат,Удио пољопривреде у државним расходима (%)
2007,1.72,Проценат,Удио пољопривреде у државним расходима (%)
2008,1.72,Проценат,Удио пољопривреде у државним расходима (%)
2009,1.73,Проценат,Удио пољопривреде у државним расходима (%)
2010,1.72,Проценат,Удио пољопривреде у државним расходима (%)
2011,1.71,Проценат,Удио пољопривреде у државним расходима (%)
2012,1.75,Проценат,Удио пољопривреде у државним расходима (%)
2013,1.7,Проценат,Удио пољопривреде у државним расходима (%)
2014,1.69,Проценат,Удио пољопривреде у државним расходима (%)
2015,1.86,Проценат,Удио пољопривреде у државним расходима (%)
2016,1.55,Проценат,Удио пољопривреде у државним расходима (%)
2017,1.65,Проценат,Удио пољопривреде у државним расходима (%)
2018,1.51,Проценат,Удио пољопривреде у државним расходима (%)
2019,1.49,Проценат,Удио пољопривреде у државним расходима (%)
2020,1.8,Проценат,Удио пољопривреде у државним расходима (%)
2021,1.72,Проценат,Удио пољопривреде у државним расходима (%)
2022,1.95,Проценат,Удио пољопривреде у државним расходима (%)
2023,2.21,Проценат,Удио пољопривреде у државним расходима (%)
2023,2.0,Проценат,Удио пољопривреде у државним расходима (%)
