Year,Value,UNIT_MEASURE,SERIES
2010,5.621349,(текући амерички долари),Вриједност у доларима свих ресурса доступних за јачање статистичких капацитета у земљама у развоју
2011,6.713456,(текући амерички долари),Вриједност у доларима свих ресурса доступних за јачање статистичких капацитета у земљама у развоју
2012,4.628105,(текући амерички долари),Вриједност у доларима свих ресурса доступних за јачање статистичких капацитета у земљама у развоју
2013,11.089195,(текући амерички долари),Вриједност у доларима свих ресурса доступних за јачање статистичких капацитета у земљама у развоју
2014,5.146457,(текући амерички долари),Вриједност у доларима свих ресурса доступних за јачање статистичких капацитета у земљама у развоју
2015,3.31023,(текући амерички долари),Вриједност у доларима свих ресурса доступних за јачање статистичких капацитета у земљама у развоју
2016,1.636805,(текући амерички долари),Вриједност у доларима свих ресурса доступних за јачање статистичких капацитета у земљама у развоју
2017,2.273013,(текући амерички долари),Вриједност у доларима свих ресурса доступних за јачање статистичких капацитета у земљама у развоју
2018,0.16191,(текући амерички долари),Вриједност у доларима свих ресурса доступних за јачање статистичких капацитета у земљама у развоју
2019,1.874828,(текући амерички долари),Вриједност у доларима свих ресурса доступних за јачање статистичких капацитета у земљама у развоју
2020,1.06642,(текући амерички долари),Вриједност у доларима свих ресурса доступних за јачање статистичких капацитета у земљама у развоју
2021,3.782544,(текући амерички долари),Вриједност у доларима свих ресурса доступних за јачање статистичких капацитета у земљама у развоју
