Year,SERIES,UNIT_MEASURE,Value
2010,Индекс потрошачких цијена хране,Индеx,-1.15
2011,Индекс потрошачких цијена хране,Индеx,0.5
2012,Индекс потрошачких цијена хране,Индеx,-0.13
2013,Индекс потрошачких цијена хране,Индеx,-0.42
2014,Индекс потрошачких цијена хране,Индеx,-0.55
2015,Индекс потрошачких цијена хране,Индеx,0.09
2016,Индекс потрошачких цијена хране,Индеx,0.04
2017,Индекс потрошачких цијена хране,Индеx,0.42
2018,Индекс потрошачких цијена хране,Индеx,-0.61
2019,Индекс потрошачких цијена хране,Индеx,0.4
2020,Индекс потрошачких цијена хране,Индеx,1.27
2021,Индекс потрошачких цијена хране,Индеx,0.84
2022,Индекс потрошачких цијена хране,Индеx,2.91
2023,Индекс потрошачких цијена хране,Индеx,0.93
