Year,UNIT_MEASURE,Тип,Value
Q1 2019,OOOт,Превезени терет,0.442
Q2 2019,OOOт,Превезени терет,0.514
Q3 2019,OOOт,Превезени терет,0.737
Q1 2020,OOOт,Превезени терет,0.423
Q2 2020,OOOт,Превезени терет,0.566
Q3 2020,OOOт,Превезени терет,0.963
