Year,SERIES,UNIT_MEASURE,Value
2002,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,0.76408
2003,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,0.3775
2004,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,4.52786
2005,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,0.62212
2006,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,1.73031
2007,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,0.84677
2008,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,3.4281
2009,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,4.45086
2010,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,12.22774
2011,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,1.12991
2012,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,2.65861
2013,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,1.25009
2014,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,1.54574
2015,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,0.73102
2016,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,4.04798
2017,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,19.1582
2018,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,11.32789
2019,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,18.11849
2020,"Укупна званична развојна помоћ за биодиверзитет, по земљама примаоцима (милиони америчких долара константа 2020.)",константни амерички долари,9.20632
