Year,SERIES,UNIT_MEASURE,Value
2010,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),807404829
2011,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),909534613
2012,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),828592009
2013,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),867795096
2014,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),1055825315
2015,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),840479293
2016,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),820185918
2017,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),994149740
2018,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),1106899767
2019,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),1099211448
2020,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),1135049964
2021,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),1305165479
2022,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),1420014541
2023,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),1525228383
2024,Укупна трговина праћених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),1518653121
2010,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),259121986
2011,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),292867322
2012,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),249659960
2013,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),287045317
2014,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),316051618
2015,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),264719782
2016,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),268504132
2017,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),325846642
2018,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),371773743
2019,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),423096732
2020,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),440116863
2021,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),532174781
2022,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),566383147
2023,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),608733402
2024,Количина праћених извезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),617290361
2010,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),548282843
2011,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),616667292
2012,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),578932049
2013,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),580749777
2014,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),739773696
2015,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),575759510
2016,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),551681782
2017,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),668303000
2018,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),735125933
2019,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),676114612
2020,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),694933101
2021,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),772990698
2022,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),853631393
2023,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),916494981
2024,Количина праћених увезених еколошки прихватљивих технологија (текући амерички долари),(текући амерички долари),901362760
