Year,SERIES,UNIT_MEASURE,Value
2003,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.01826
2004,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.0159
2005,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.02697
2006,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.01969
2007,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.02521
2008,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.01842
2009,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.02106
2012,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.26533
2013,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.32132
2014,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.25725
2015,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.2186
2016,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.21337
2017,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.1978
2018,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.19199
2019,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.19001
2021,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.19054
2022,Расходи за истраживање и развој као удио у БДП-у,Проценат,0.18743
