Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2021,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Геотермална енергија,0.0
2022,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Геотермална енергија,0.0
2012,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Хидроенергија,462.91096
2013,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Хидроенергија,470.41969
2014,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Хидроенергија,479.14741
2015,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Хидроенергија,487.16945
2016,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Хидроенергија,505.67282
2017,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Хидроенергија,520.63545
2018,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Хидроенергија,533.97974
2019,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Хидроенергија,541.20691
2020,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Хидроенергија,551.10479
2021,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Хидроенергија,561.54448
2022,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Хидроенергија,568.04244
2012,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Морска енергија,0.0
2013,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Морска енергија,0.0
2014,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Морска енергија,0.0
2015,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Морска енергија,0.0
2016,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Морска енергија,0.0
2017,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Морска енергија,0.0
2018,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Морска енергија,0.0
2019,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Морска енергија,0.0
2020,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Морска енергија,0.0
2021,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Морска енергија,0.0
2022,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Морска енергија,0.0
2012,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Сунчева енергија,0.09498
2013,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Сунчева енергија,0.37014
2014,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Сунчева енергија,2.00668
2015,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Сунчева енергија,2.31818
2016,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Сунчева енергија,4.05632
2017,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Сунчева енергија,4.65113
2018,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Сунчева енергија,5.33803
2019,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Сунчева енергија,6.65038
2020,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Сунчева енергија,10.51408
2021,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Сунчева енергија,17.27636
2022,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Сунчева енергија,33.23462
2012,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Енергија вјетра,0.08165
2013,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Енергија вјетра,0.08293
2014,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Енергија вјетра,0.08401
2015,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Енергија вјетра,0.08512
2016,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Енергија вјетра,0.08618
2017,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Енергија вјетра,0.08721
2018,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Енергија вјетра,14.99943
2019,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Енергија вјетра,25.88738
2020,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Енергија вјетра,26.2174
2021,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Енергија вјетра,41.2725
2022,Инсталирани капацитет за производњу електричне енергије из обновљивих извора (вати по глави становника),Вати по глави становника,Енергија вјетра,41.75009
