Year,SERIES,UNIT_MEASURE,Value
2014,Рециклажа електронског отпада (тоне),Тоне,
2015,Рециклажа електронског отпада (тоне),Тоне,
2016,Рециклажа електронског отпада (тоне),Тоне,
2017,Рециклажа електронског отпада (тоне),Тоне,
2018,Рециклажа електронског отпада (тоне),Тоне,
2019,Рециклажа електронског отпада (тоне),Тоне,
2014,"Рециклажа електронског отпада, по становнику (Kg)",Килограми,
2015,"Рециклажа електронског отпада, по становнику (Kg)",Килограми,
2016,"Рециклажа електронског отпада, по становнику (Kg)",Килограми,
2017,"Рециклажа електронског отпада, по становнику (Kg)",Килограми,
2018,"Рециклажа електронског отпада, по становнику (Kg)",Килограми,
2019,"Рециклажа електронског отпада, по становнику (Kg)",Килограми,
2014,"Рециклажа електронског отпада, стопа (%)",Проценат,
2012,Удио рециклираног комуналног отпада (%),Проценат,
2014,Удио рециклираног комуналног отпада (%),Проценат,
2015,Удио рециклираног комуналног отпада (%),Проценат,
2016,Удио рециклираног комуналног отпада (%),Проценат,
2017,Удио рециклираног комуналног отпада (%),Проценат,
2014,Комунални отпад рециклиран (тоне),Тоне,0.0
2015,Комунални отпад рециклиран (тоне),Тоне,0.0
2016,Комунални отпад рециклиран (тоне),Тоне,0.0
2017,Комунални отпад рециклиран (тоне),Тоне,0.0
2023,Комунални отпад рециклиран (тоне),Тоне,12000.0
