Year,UNIT_MEASURE,Тип,Value
Q1 2019,OOOт,Превезено тона робе,3340
Q2 2019,OOOт,Превезено тона робе,3686
Q3 2019,OOOт,Превезено тона робе,3345
Q1 2020,OOOт,Превезено тона робе,2864
Q2 2020,OOOт,Превезено тона робе,2710
Q3 2020,OOOт,Превезено тона робе,2801
