Year,SERIES,UNIT_MEASURE,Value
2000,Надземна биомаса у шуми (тоне по хектару),Тона по хектару,154.28
2010,Надземна биомаса у шуми (тоне по хектару),Тона по хектару,168.49
2015,Надземна биомаса у шуми (тоне по хектару),Тона по хектару,168.33
2020,Надземна биомаса у шуми (тоне по хектару),Тона по хектару,169.03
2010,Годишња стопа промјене шумске површине (%),Проценат,-0.45
2015,Годишња стопа промјене шумске површине (%),Проценат,0.15
2000,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара),Хиљаде хектара,0.0
2010,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара),Хиљаде хектара,108.69
2015,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара),Хиљаде хектара,1496.12
2016,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара),Хиљаде хектара,1495.53
2017,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара),Хиљаде хектара,1532.62
2018,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара),Хиљаде хектара,1654.459
2020,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара),Хиљаде хектара,1888.803
2022,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара),Хиљаде хектара,1969.29
2023,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара),Хиљаде хектара,2003.53
2024,Површина шуме цертификована према независно потврђеној цертификационој шеми (хиљаде хектара),Хиљаде хектара,2005.49
