Year,SERIES,UNIT_MEASURE,Value
2000,Шумска површина (хектари),HA_TH,2111.65
2010,Шумска површина (хектари),HA_TH,2102.66
2015,Шумска површина (хектари),HA_TH,2160.5
2016,Шумска површина (хектари),HA_TH,2176.51
2017,Шумска површина (хектари),HA_TH,2187.91
2018,Шумска површина (хектари),HA_TH,2187.91
2019,Шумска површина (хектари),HA_TH,2187.91
2020,Шумска површина (хектари),HA_TH,2187.91
2000,Удио шумске површине у укупној површини земљишта,PT,41.24316
2010,Удио шумске површине у укупној површини земљишта,PT,41.06758
2015,Удио шумске површине у укупној површини земљишта,PT,42.19727
2016,Удио шумске површине у укупној површини земљишта,PT,42.50996
2017,Удио шумске површине у укупној површини земљишта,PT,42.73262
2018,Удио шумске површине у укупној површини земљишта,PT,42.73262
2019,Удио шумске површине у укупној површини земљишта,PT,42.73262
2020,Удио шумске површине у укупној површини земљишта,PT,42.73262
2010,Површина земљишта (хектари),HA_TH,5120.0
2015,Површина земљишта (хектари),HA_TH,5120.0
2016,Површина земљишта (хектари),HA_TH,5120.0
2017,Површина земљишта (хектари),HA_TH,5120.0
2018,Површина земљишта (хектари),HA_TH,5120.0
2019,Површина земљишта (хектари),HA_TH,5120.0
2020,Површина земљишта (хектари),HA_TH,5120.0
