Year,SERIES,UNIT_MEASURE,Value
2000,Индекс црвене листе,Индекс,0.89074
2001,Индекс црвене листе,Индекс,0.88685
2002,Индекс црвене листе,Индекс,0.88323
2003,Индекс црвене листе,Индекс,0.87941
2004,Индекс црвене листе,Индекс,0.87568
2005,Индекс црвене листе,Индекс,0.87188
2010,Индекс црвене листе,Индекс,0.8559
2015,Индекс црвене листе,Индекс,0.84613
2016,Индекс црвене листе,Индекс,0.84425
2017,Индекс црвене листе,Индекс,0.84237
2018,Индекс црвене листе,Индекс,0.84042
2019,Индекс црвене листе,Индекс,0.83808
2020,Индекс црвене листе,Индекс,0.83614
2021,Индекс црвене листе,Индекс,0.83388
2022,Индекс црвене листе,Индекс,0.8319
2023,Индекс црвене листе,Индекс,0.82985
2024,Индекс црвене листе,Индекс,0.82794
2025,Индекс црвене листе,Индекс,0.82639
