Year,SERIES,UNIT_MEASURE,Value
2003,Удио локалних раса класификованих као угрожених као проценат локалних раса са познатим нивоом ризика од изумирања (%),PT,25
2004,Удио локалних раса класификованих као угрожених као проценат локалних раса са познатим нивоом ризика од изумирања (%),PT,25
2005,Удио локалних раса класификованих као угрожених као проценат локалних раса са познатим нивоом ризика од изумирања (%),PT,25
2006,Удио локалних раса класификованих као угрожених као проценат локалних раса са познатим нивоом ризика од изумирања (%),PT,25
2007,Удио локалних раса класификованих као угрожених као проценат локалних раса са познатим нивоом ризика од изумирања (%),PT,25
2008,Удио локалних раса класификованих као угрожених као проценат локалних раса са познатим нивоом ризика од изумирања (%),PT,25
2009,Удио локалних раса класификованих као угрожених као проценат локалних раса са познатим нивоом ризика од изумирања (%),PT,25
2010,Удио локалних раса класификованих као угрожених као проценат локалних раса са познатим нивоом ризика од изумирања (%),PT,25
2011,Удио локалних раса класификованих као угрожених као проценат локалних раса са познатим нивоом ризика од изумирања (%),PT,25
2012,Удио локалних раса класификованих као угрожених као проценат локалних раса са познатим нивоом ризика од изумирања (%),PT,25
2000,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,0
2001,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,1
2002,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,1
2003,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,0
2004,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,0
2005,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,0
2006,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,15
2007,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,15
2008,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,15
2009,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,15
2010,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,15
2011,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,15
2012,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,15
2013,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,19
2014,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,19
2015,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,19
2016,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,19
2017,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,19
2018,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,19
2019,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,19
2020,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,19
2021,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,19
2022,Број локалних пасмина с непознатим статусом ризика (број),NUMBER,19
2000,Број локалних пасмина (које нису изумрле) (број),NUMBER,1
2001,Број локалних пасмина (које нису изумрле) (број),NUMBER,1
2002,Број локалних пасмина (које нису изумрле) (број),NUMBER,1
2003,Број локалних пасмина (које нису изумрле) (број),NUMBER,4
2004,Број локалних пасмина (које нису изумрле) (број),NUMBER,4
2005,Број локалних пасмина (које нису изумрле) (број),NUMBER,4
2006,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2007,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2008,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2009,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2010,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2011,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2012,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2013,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2014,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2015,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2016,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2017,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2018,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2019,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2020,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2021,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
2022,Број локалних пасмина (које нису изумрле) (број),NUMBER,19
