Year,SERIES,UNIT_MEASURE,Value
2000,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,33.27056
2001,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,33.27056
2002,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,33.27056
2003,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,33.27056
2004,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,33.27056
2005,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,33.27056
2006,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,33.27056
2007,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,75.08741
2008,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2009,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2010,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.95832
2011,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2012,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2013,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2014,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2015,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2016,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2017,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2018,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2019,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2020,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2021,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2022,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2023,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2024,Просјечан удио слатководних кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,99.93722
2000,Просјечан удио копнених кључних подручја биодиверзитета (КБА) покривених заштићеним подручјима (%),Проценат,18.30038
