Year,SERIES,UNIT_MEASURE,Value
2000,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,144.998375
2001,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,148.152951
2002,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,72.477524
2003,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,67.152718
2004,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,174.40491
2005,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,115.333942
2006,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,60.697177
2007,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,49.177688
2008,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,120.241041
2009,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,313.513518
2010,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,400.148916
2011,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,402.328354
2012,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,503.505481
2013,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,503.102272
2014,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,448.323311
2015,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,329.215132
2016,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,355.291126
2017,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,287.598142
2018,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,280.342752
2019,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,396.367073
2020,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,552.64742
2021,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,502.431713
2022,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,343.867054
2023,"Укупни званични токови за инфраструктуру, према земљама примаоцима (милиони константних америчких долара из 2023. године)",Kонстантни амерички долари,307.860429
