Year,SERIES,UNIT_MEASURE,Value
2016,Индекс учинка извора података (Стуб 4 статистичких показатеља учинка) (Индекс),Индеx,
2017,Индекс учинка извора података (Стуб 4 статистичких показатеља учинка) (Индекс),Индеx,
2018,Индекс учинка извора података (Стуб 4 статистичких показатеља учинка) (Индекс),Индеx,
2019,Индекс учинка извора података (Стуб 4 статистичких показатеља учинка) (Индекс),Индеx,
2020,Индекс учинка извора података (Стуб 4 статистичких показатеља учинка) (Индекс),Индеx,55.7833
2022,Индекс учинка извора података (Стуб 4 статистичких показатеља учинка) (Индекс),Индеx,62.8417
2016,Индекс перформанси инфраструктуре података (Стуб 5 статистичких показатеља учинка) (Индекс),Индеx,65.0
2017,Индекс перформанси инфраструктуре података (Стуб 5 статистичких показатеља учинка) (Индекс),Индеx,65.0
2018,Индекс перформанси инфраструктуре података (Стуб 5 статистичких показатеља учинка) (Индекс),Индеx,60.0
2019,Индекс перформанси инфраструктуре података (Стуб 5 статистичких показатеља учинка) (Индекс),Индеx,60.0
2020,Индекс перформанси инфраструктуре података (Стуб 5 статистичких показатеља учинка) (Индекс),Индеx,60.0
2021,Индекс перформанси инфраструктуре података (Стуб 5 статистичких показатеља учинка) (Индекс),Индеx,80.0
2022,Индекс перформанси инфраструктуре података (Стуб 5 статистичких показатеља учинка) (Индекс),Индеx,80.0
2022,Индекс покривености инвентара отворених података (ОДИН),Индеx,48.6
2024,Индекс покривености инвентара отворених података (ОДИН),Индеx,51.4
