Year,SERIES,UNIT_MEASURE,Value
2006,DC_TOF_TRDCML,CON_USD_M,214.044
2007,DC_TOF_TRDCML,CON_USD_M,167.307
2008,DC_TOF_TRDCML,CON_USD_M,144.706
2009,DC_TOF_TRDCML,CON_USD_M,201.185
2010,DC_TOF_TRDCML,CON_USD_M,254.307
2011,DC_TOF_TRDCML,CON_USD_M,249.223
2012,DC_TOF_TRDCML,CON_USD_M,238.12
2013,DC_TOF_TRDCML,CON_USD_M,490.402
2014,DC_TOF_TRDCML,CON_USD_M,576.240
2015,DC_TOF_TRDCML,CON_USD_M,85.0652
2016,DC_TOF_TRDCML,CON_USD_M,69.0774
2017,DC_TOF_TRDCML,CON_USD_M,227.125
2018,DC_TOF_TRDCML,CON_USD_M,187.97
2019,DC_TOF_TRDCML,CON_USD_M,282.544
2020,DC_TOF_TRDCML,CON_USD_M,161.307
2021,DC_TOF_TRDCML,CON_USD_M,326.128
2022,DC_TOF_TRDCML,CON_USD_M,39.651
2023,DC_TOF_TRDCML,CON_USD_M,484.08
2006,DC_TOF_TRDDBML,CON_USD_M,81.1979
2007,DC_TOF_TRDDBML,CON_USD_M,97.2022
2008,DC_TOF_TRDDBML,CON_USD_M,123.501
2009,DC_TOF_TRDDBML,CON_USD_M,106.707
2010,DC_TOF_TRDDBML,CON_USD_M,132.035
2011,DC_TOF_TRDDBML,CON_USD_M,316.703
2012,DC_TOF_TRDDBML,CON_USD_M,337.997
2013,DC_TOF_TRDDBML,CON_USD_M,267.411
2014,DC_TOF_TRDDBML,CON_USD_M,268.993
2015,DC_TOF_TRDDBML,CON_USD_M,168.585
2016,DC_TOF_TRDDBML,CON_USD_M,245.998
2017,DC_TOF_TRDDBML,CON_USD_M,246.639
2018,DC_TOF_TRDDBML,CON_USD_M,212.468
2019,DC_TOF_TRDDBML,CON_USD_M,218.588
2020,DC_TOF_TRDDBML,CON_USD_M,289.427
2021,DC_TOF_TRDDBML,CON_USD_M,284.734
2022,DC_TOF_TRDDBML,CON_USD_M,183.540
2023,DC_TOF_TRDDBML,CON_USD_M,193.282
