Year,SERIES,UNIT_MEASURE,Value
2000,DC_TRF_TOTL,USD,946
2001,DC_TRF_TOTL,USD,714
2002,DC_TRF_TOTL,USD,709
2003,DC_TRF_TOTL,USD,645
2004,DC_TRF_TOTL,USD,956
2005,DC_TRF_TOTL,USD,731
2006,DC_TRF_TOTL,USD,1196
2007,DC_TRF_TOTL,USD,1281
2008,DC_TRF_TOTL,USD,1295
2009,DC_TRF_TOTL,USD,580
2010,DC_TRF_TOTL,USD,936
2011,DC_TRF_TOTL,USD,668
2012,DC_TRF_TOTL,USD,1091
2013,DC_TRF_TOTL,USD,986
2014,DC_TRF_TOTL,USD,551
2015,DC_TRF_TOTL,USD,946
2016,DC_TRF_TOTL,USD,656
2017,DC_TRF_TOTL,USD,1008
2018,DC_TRF_TOTL,USD,1014
2019,DC_TRF_TOTL,USD,702
