Year,SERIES,UNIT_MEASURE,Value
2000,ER_GRF_ANIMKPT,NUMBER,2
2001,ER_GRF_ANIMKPT,NUMBER,2
2002,ER_GRF_ANIMKPT,NUMBER,2
2003,ER_GRF_ANIMKPT,NUMBER,6
2004,ER_GRF_ANIMKPT,NUMBER,6
2005,ER_GRF_ANIMKPT,NUMBER,6
2006,ER_GRF_ANIMKPT,NUMBER,22
2007,ER_GRF_ANIMKPT,NUMBER,22
2008,ER_GRF_ANIMKPT,NUMBER,22
2009,ER_GRF_ANIMKPT,NUMBER,22
2010,ER_GRF_ANIMKPT,NUMBER,22
2011,ER_GRF_ANIMKPT,NUMBER,22
2012,ER_GRF_ANIMKPT,NUMBER,22
2013,ER_GRF_ANIMKPT,NUMBER,22
2014,ER_GRF_ANIMKPT,NUMBER,22
2016,ER_GRF_ANIMKPT,NUMBER,22
2017,ER_GRF_ANIMKPT,NUMBER,22
2018,ER_GRF_ANIMKPT,NUMBER,22
2019,ER_GRF_ANIMKPT,NUMBER,22
2020,ER_GRF_ANIMKPT,NUMBER,22
2021,ER_GRF_ANIMKPT,NUMBER,22
2022,ER_GRF_ANIMKPT,NUMBER,22
2021,ER_GRF_ANIMRCNTN,NUMBER,
2000,ER_GRF_PLNTSTOR,NUMBER,328
2005,ER_GRF_PLNTSTOR,NUMBER,331
2010,ER_GRF_PLNTSTOR,NUMBER,483
2012,ER_GRF_PLNTSTOR,NUMBER,725
2014,ER_GRF_PLNTSTOR,NUMBER,734
2016,ER_GRF_PLNTSTOR,NUMBER,880
2017,ER_GRF_PLNTSTOR,NUMBER,881
2018,ER_GRF_PLNTSTOR,NUMBER,478
2019,ER_GRF_PLNTSTOR,NUMBER,965
2020,ER_GRF_PLNTSTOR,NUMBER,971
2021,ER_GRF_PLNTSTOR,NUMBER,971
2021,ER_GRF_ANIMRCNTN_TRB,NUMBER,
2000,ER_GRF_ANIMKPT_TRB,NUMBER,1
2001,ER_GRF_ANIMKPT_TRB,NUMBER,1
2002,ER_GRF_ANIMKPT_TRB,NUMBER,1
2003,ER_GRF_ANIMKPT_TRB,NUMBER,1
2004,ER_GRF_ANIMKPT_TRB,NUMBER,1
2005,ER_GRF_ANIMKPT_TRB,NUMBER,5
2006,ER_GRF_ANIMKPT_TRB,NUMBER,5
2007,ER_GRF_ANIMKPT_TRB,NUMBER,5
2008,ER_GRF_ANIMKPT_TRB,NUMBER,5
2009,ER_GRF_ANIMKPT_TRB,NUMBER,5
2010,ER_GRF_ANIMKPT_TRB,NUMBER,5
2011,ER_GRF_ANIMKPT_TRB,NUMBER,5
2012,ER_GRF_ANIMKPT_TRB,NUMBER,5
2013,ER_GRF_ANIMKPT_TRB,NUMBER,5
2014,ER_GRF_ANIMKPT_TRB,NUMBER,5
2015,ER_GRF_ANIMKPT_TRB,NUMBER,5
2016,ER_GRF_ANIMKPT_TRB,NUMBER,5
2017,ER_GRF_ANIMKPT_TRB,NUMBER,5
2018,ER_GRF_ANIMKPT_TRB,NUMBER,5
2019,ER_GRF_ANIMKPT_TRB,NUMBER,5
2020,ER_GRF_ANIMKPT_TRB,NUMBER,5
2021,ER_GRF_ANIMKPT_TRB,NUMBER,5
2022,ER_GRF_ANIMKPT_TRB,NUMBER,5
