Year,SERIES,UNIT_MEASURE,Value
2000,DC_ODA_POVLG,PT,0.50427
2001,DC_ODA_POVLG,PT,0.93124
2002,DC_ODA_POVLG,PT,0.13716
2003,DC_ODA_POVLG,PT,0.25946
2004,DC_ODA_POVLG,PT,0.23325
2005,DC_ODA_POVLG,PT,0.1206
2006,DC_ODA_POVLG,PT,0.14395
2007,DC_ODA_POVLG,PT,0.10573
2008,DC_ODA_POVLG,PT,0.0942
2009,DC_ODA_POVLG,PT,0.06307
2010,DC_ODA_POVLG,PT,0.14942
2011,DC_ODA_POVLG,PT,0.18138
2012,DC_ODA_POVLG,PT,0.27540
2013,DC_ODA_POVLG,PT,0.16629
2014,DC_ODA_POVLG,PT,0.09826
2015,DC_ODA_POVLG,PT,0.26073
2016,DC_ODA_POVLG,PT,0.16104
2017,DC_ODA_POVLG,PT,0.13307
2018,DC_ODA_POVLG,PT,0.07600
2019,DC_ODA_POVLG,PT,0.09864
2020,DC_ODA_POVLG,PT,0.13627
2021,DC_ODA_POVLG,PT,0.29823
2022,DC_ODA_POVLG,PT,0.14972
2023,DC_ODA_POVLG,PT,0.09972
