Year,SERIES,UNIT_MEASURE,Value
2000,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,6.67
2001,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.36
2002,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.35
2003,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.14
2004,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.29
2005,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.32
2006,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.29
2007,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.0
2008,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.32
2009,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.59
2010,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.79
2011,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,6.31
2012,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.96
2013,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.62
2014,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.16
2015,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.1
2016,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.14
2017,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.22
2018,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.57
2019,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.23
2020,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.31
2021,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,5.12
2022,EG_EGY_PRIM,MJ_PER_GDP_CON_PPP_USD,4.86
