Year,SERIES,UNIT_MEASURE,Value
2006,DC_TOF_SCHIPSL,USD,0.37490
2007,DC_TOF_SCHIPSL,USD,0.32094
2008,DC_TOF_SCHIPSL,USD,0.88330
2009,DC_TOF_SCHIPSL,USD,0.87637
2010,DC_TOF_SCHIPSL,USD,1.25011
2011,DC_TOF_SCHIPSL,USD,1.46123
2012,DC_TOF_SCHIPSL,USD,1.60975
2013,DC_TOF_SCHIPSL,USD,2.11841
2014,DC_TOF_SCHIPSL,USD,1.94139
2015,DC_TOF_SCHIPSL,USD,2.19866
2016,DC_TOF_SCHIPSL,USD,1.75350
2017,DC_TOF_SCHIPSL,USD,2.83773
2018,DC_TOF_SCHIPSL,USD,4.08462
2019,DC_TOF_SCHIPSL,USD,5.03757
2020,DC_TOF_SCHIPSL,USD,3.40385
