Year,SERIES,UNIT_MEASURE,Value
2000,DC_TOF_WASHL,CON_USD_M,20.09
2001,DC_TOF_WASHL,CON_USD_M,43.60
2002,DC_TOF_WASHL,CON_USD_M,10.37
2003,DC_TOF_WASHL,CON_USD_M,14.92
2004,DC_TOF_WASHL,CON_USD_M,45.95
2005,DC_TOF_WASHL,CON_USD_M,22.07
2006,DC_TOF_WASHL,CON_USD_M,17.24
2007,DC_TOF_WASHL,CON_USD_M,18.18
2008,DC_TOF_WASHL,CON_USD_M,15.69
2009,DC_TOF_WASHL,CON_USD_M,19.39
2010,DC_TOF_WASHL,CON_USD_M,30.86
2011,DC_TOF_WASHL,CON_USD_M,47.38
2012,DC_TOF_WASHL,CON_USD_M,46.88
2013,DC_TOF_WASHL,CON_USD_M,40.77
2014,DC_TOF_WASHL,CON_USD_M,47.15
2015,DC_TOF_WASHL,CON_USD_M,75.76
2016,DC_TOF_WASHL,CON_USD_M,53.98
2017,DC_TOF_WASHL,CON_USD_M,53.99
2018,DC_TOF_WASHL,CON_USD_M,18.43
2019,DC_TOF_WASHL,CON_USD_M,29.95
2020,DC_TOF_WASHL,CON_USD_M,24.44
2021,DC_TOF_WASHL,CON_USD_M,22.15
2022,DC_TOF_WASHL,CON_USD_M,7.79
2023,DC_TOF_WASHL,CON_USD_M,21.92
