Year,SERIES,UNIT_MEASURE,Value
2000,IT_MOB_2GNTWK,PT,60
2001,IT_MOB_2GNTWK,PT,80
2002,IT_MOB_2GNTWK,PT,90
2003,IT_MOB_2GNTWK,PT,93
2004,IT_MOB_2GNTWK,PT,95
2005,IT_MOB_2GNTWK,PT,97
2006,IT_MOB_2GNTWK,PT,99
2007,IT_MOB_2GNTWK,PT,99
2008,IT_MOB_2GNTWK,PT,99.3
2009,IT_MOB_2GNTWK,PT,99.5
2010,IT_MOB_2GNTWK,PT,99.7
2011,IT_MOB_2GNTWK,PT,99.7
2012,IT_MOB_2GNTWK,PT,99.8
2013,IT_MOB_2GNTWK,PT,99.8
2014,IT_MOB_2GNTWK,PT,99.8
2015,IT_MOB_2GNTWK,PT,100
2016,IT_MOB_2GNTWK,PT,100
2017,IT_MOB_2GNTWK,PT,100
2018,IT_MOB_2GNTWK,PT,100
2019,IT_MOB_2GNTWK,PT,100
2009,IT_MOB_3GNTWK,PT,25
2010,IT_MOB_3GNTWK,PT,60
2011,IT_MOB_3GNTWK,PT,70
2012,IT_MOB_3GNTWK,PT,72
2013,IT_MOB_3GNTWK,PT,90
2014,IT_MOB_3GNTWK,PT,95
2015,IT_MOB_3GNTWK,PT,95
2016,IT_MOB_3GNTWK,PT,95
2017,IT_MOB_3GNTWK,PT,95
2018,IT_MOB_3GNTWK,PT,95
2019,IT_MOB_3GNTWK,PT,95
2014,IT_MOB_4GNTWK,PT,0
2015,IT_MOB_4GNTWK,PT,0
2016,IT_MOB_4GNTWK,PT,0
2017,IT_MOB_4GNTWK,PT,0
2018,IT_MOB_4GNTWK,PT,0
