Year,SERIES,UNIT_MEASURE,PRODUCT,Value
2010,TM_TAX_DPRF,PT,IND,0.8532
2011,TM_TAX_DPRF,PT,IND,0.88748
2012,TM_TAX_DPRF,PT,IND,1.05698
2013,TM_TAX_DPRF,PT,IND,0.9001
2014,TM_TAX_DPRF,PT,IND,1.06389
2015,TM_TAX_DPRF,PT,IND,0.89603
2016,TM_TAX_DPRF,PT,IND,0.92757
2017,TM_TAX_DPRF,PT,IND,1.05308
2018,TM_TAX_DPRF,PT,IND,0.90838
2019,TM_TAX_DPRF,PT,IND,0.89864
2020,TM_TAX_DPRF,PT,IND,0.89923
2021,TM_TAX_DPRF,PT,IND,0.89907
2022,TM_TAX_DPRF,PT,IND,0.8815
2023,TM_TAX_DPRF,PT,IND,0.88219
2024,TM_TAX_DPRF,PT,IND,0.88219
2000,TM_TAX_DPRF,PT,OIL,0.24362
2005,TM_TAX_DPRF,PT,OIL,0.1243
2010,TM_TAX_DPRF,PT,OIL,0.00
2011,TM_TAX_DPRF,PT,OIL,0.00
2012,TM_TAX_DPRF,PT,OIL,0.00
2013,TM_TAX_DPRF,PT,OIL,0.00
2014,TM_TAX_DPRF,PT,OIL,0.00
2015,TM_TAX_DPRF,PT,OIL,0.00
2016,TM_TAX_DPRF,PT,OIL,0.00
2017,TM_TAX_DPRF,PT,OIL,0.00
2018,TM_TAX_DPRF,PT,OIL,0.00
2019,TM_TAX_DPRF,PT,OIL,0.00
2020,TM_TAX_DPRF,PT,OIL,0.00
2021,TM_TAX_DPRF,PT,OIL,0.00
2022,TM_TAX_DPRF,PT,OIL,0.00
2023,TM_TAX_DPRF,PT,OIL,0.00
2024,TM_TAX_DPRF,PT,OIL,0.00
2000,TM_TAX_DPRF,PT,TEX,7.09295
2005,TM_TAX_DPRF,PT,TEX,5.50945
2010,TM_TAX_DPRF,PT,TEX,5.55547
2011,TM_TAX_DPRF,PT,TEX,5.59108
2012,TM_TAX_DPRF,PT,TEX,5.07189
2013,TM_TAX_DPRF,PT,TEX,5.16589
2014,TM_TAX_DPRF,PT,TEX,5.09556
2015,TM_TAX_DPRF,PT,TEX,5.0097
2016,TM_TAX_DPRF,PT,TEX,5.07233
2017,TM_TAX_DPRF,PT,TEX,5.011
2018,TM_TAX_DPRF,PT,TEX,5.04916
2019,TM_TAX_DPRF,PT,TEX,5.08397
2020,TM_TAX_DPRF,PT,TEX,5.05066
2021,TM_TAX_DPRF,PT,TEX,5.05144
2022,TM_TAX_DPRF,PT,TEX,5.0437
2023,TM_TAX_DPRF,PT,TEX,5.04371
2024,TM_TAX_DPRF,PT,TEX,5.04371
2000,TM_TAX_DMFN,PT,AGR,8.32327
2005,TM_TAX_DMFN,PT,AGR,5.31583
2010,TM_TAX_DMFN,PT,AGR,5.30725
2011,TM_TAX_DMFN,PT,AGR,5.29839
2012,TM_TAX_DMFN,PT,AGR,5.22189
2013,TM_TAX_DMFN,PT,AGR,5.25902
2014,TM_TAX_DMFN,PT,AGR,5.2616
2015,TM_TAX_DMFN,PT,AGR,5.25815
2016,TM_TAX_DMFN,PT,AGR,5.26362
2017,TM_TAX_DMFN,PT,AGR,5.03696
2018,TM_TAX_DMFN,PT,AGR,5.07876
2019,TM_TAX_DMFN,PT,AGR,5.07797
2020,TM_TAX_DMFN,PT,AGR,5.07872
2021,TM_TAX_DMFN,PT,AGR,5.07622
2022,TM_TAX_DMFN,PT,AGR,5.04831
2023,TM_TAX_DMFN,PT,AGR,5.04044
2024,TM_TAX_DMFN,PT,AGR,5.03973
2000,TM_TAX_DMFN,PT,ALP,3.27126
2005,TM_TAX_DMFN,PT,ALP,3.09367
2010,TM_TAX_DMFN,PT,ALP,2.71567
2011,TM_TAX_DMFN,PT,ALP,2.70692
2012,TM_TAX_DMFN,PT,ALP,2.88427
2013,TM_TAX_DMFN,PT,ALP,2.73063
2014,TM_TAX_DMFN,PT,ALP,2.89188
2015,TM_TAX_DMFN,PT,ALP,2.79173
2016,TM_TAX_DMFN,PT,ALP,2.77963
2017,TM_TAX_DMFN,PT,ALP,2.88925
2018,TM_TAX_DMFN,PT,ALP,2.81171
2019,TM_TAX_DMFN,PT,ALP,2.76363
2020,TM_TAX_DMFN,PT,ALP,2.7587
2021,TM_TAX_DMFN,PT,ALP,2.76021
2022,TM_TAX_DMFN,PT,ALP,2.73455
2023,TM_TAX_DMFN,PT,ALP,2.72814
2024,TM_TAX_DMFN,PT,ALP,2.65235
2000,TM_TAX_DMFN,PT,ARM,1.89483
2005,TM_TAX_DMFN,PT,ARM,1.88883
2010,TM_TAX_DMFN,PT,ARM,1.93747
2011,TM_TAX_DMFN,PT,ARM,1.92516
2012,TM_TAX_DMFN,PT,ARM,1.92125
2013,TM_TAX_DMFN,PT,ARM,1.92125
2014,TM_TAX_DMFN,PT,ARM,1.92169
2015,TM_TAX_DMFN,PT,ARM,1.9217
2016,TM_TAX_DMFN,PT,ARM,1.92246
2017,TM_TAX_DMFN,PT,ARM,1.91978
2018,TM_TAX_DMFN,PT,ARM,1.92163
2019,TM_TAX_DMFN,PT,ARM,1.92163
2020,TM_TAX_DMFN,PT,ARM,1.92163
2021,TM_TAX_DMFN,PT,ARM,1.92163
2022,TM_TAX_DMFN,PT,ARM,1.92163
2023,TM_TAX_DMFN,PT,ARM,1.92163
2024,TM_TAX_DMFN,PT,ARM,1.84292
2000,TM_TAX_DMFN,PT,CLO,13.09122
2005,TM_TAX_DMFN,PT,CLO,12.00739
2010,TM_TAX_DMFN,PT,CLO,12.07104
2011,TM_TAX_DMFN,PT,CLO,12.02332
2012,TM_TAX_DMFN,PT,CLO,12.01758
2013,TM_TAX_DMFN,PT,CLO,12.02856
2014,TM_TAX_DMFN,PT,CLO,12.02713
2015,TM_TAX_DMFN,PT,CLO,11.94963
2016,TM_TAX_DMFN,PT,CLO,11.94564
2017,TM_TAX_DMFN,PT,CLO,11.79269
2018,TM_TAX_DMFN,PT,CLO,11.95809
2019,TM_TAX_DMFN,PT,CLO,11.96038
2020,TM_TAX_DMFN,PT,CLO,11.94887
2021,TM_TAX_DMFN,PT,CLO,11.96033
2022,TM_TAX_DMFN,PT,CLO,11.92886
2023,TM_TAX_DMFN,PT,CLO,11.92886
2024,TM_TAX_DMFN,PT,CLO,11.80365
2000,TM_TAX_DMFN,PT,IND,2.61536
2005,TM_TAX_DMFN,PT,IND,2.46985
2010,TM_TAX_DMFN,PT,IND,2.05345
2011,TM_TAX_DMFN,PT,IND,2.04646
2012,TM_TAX_DMFN,PT,IND,2.23445
2013,TM_TAX_DMFN,PT,IND,2.07578
2014,TM_TAX_DMFN,PT,IND,2.23988
2015,TM_TAX_DMFN,PT,IND,2.14283
2016,TM_TAX_DMFN,PT,IND,2.13123
2017,TM_TAX_DMFN,PT,IND,2.22498
2018,TM_TAX_DMFN,PT,IND,2.14806
2019,TM_TAX_DMFN,PT,IND,2.13133
2020,TM_TAX_DMFN,PT,IND,2.12783
2021,TM_TAX_DMFN,PT,IND,2.12874
2022,TM_TAX_DMFN,PT,IND,2.11539
2023,TM_TAX_DMFN,PT,IND,2.10798
2024,TM_TAX_DMFN,PT,IND,2.03599
2000,TM_TAX_DMFN,PT,OIL,0.24362
2005,TM_TAX_DMFN,PT,OIL,0.1243
2010,TM_TAX_DMFN,PT,OIL,0.00
2011,TM_TAX_DMFN,PT,OIL,0.00
2012,TM_TAX_DMFN,PT,OIL,0.00
2013,TM_TAX_DMFN,PT,OIL,0.00
2014,TM_TAX_DMFN,PT,OIL,0.00
2015,TM_TAX_DMFN,PT,OIL,0.00
2016,TM_TAX_DMFN,PT,OIL,0.00
2017,TM_TAX_DMFN,PT,OIL,0.00
2018,TM_TAX_DMFN,PT,OIL,0.00
2019,TM_TAX_DMFN,PT,OIL,0.00
2020,TM_TAX_DMFN,PT,OIL,0.00
2021,TM_TAX_DMFN,PT,OIL,0.00
2022,TM_TAX_DMFN,PT,OIL,0.00
2023,TM_TAX_DMFN,PT,OIL,0.00
2024,TM_TAX_DMFN,PT,OIL,0.00
2000,TM_TAX_DMFN,PT,TEX,7.77645
2005,TM_TAX_DMFN,PT,TEX,7.44452
2010,TM_TAX_DMFN,PT,TEX,7.45629
2011,TM_TAX_DMFN,PT,TEX,7.43306
2012,TM_TAX_DMFN,PT,TEX,6.90249
2013,TM_TAX_DMFN,PT,TEX,6.99648
2014,TM_TAX_DMFN,PT,TEX,6.92713
2015,TM_TAX_DMFN,PT,TEX,6.8678
2016,TM_TAX_DMFN,PT,TEX,6.87484
2017,TM_TAX_DMFN,PT,TEX,6.80223
2018,TM_TAX_DMFN,PT,TEX,6.81609
2019,TM_TAX_DMFN,PT,TEX,6.85082
2020,TM_TAX_DMFN,PT,TEX,6.79569
2021,TM_TAX_DMFN,PT,TEX,6.79629
2022,TM_TAX_DMFN,PT,TEX,6.79083
2023,TM_TAX_DMFN,PT,TEX,6.79045
2024,TM_TAX_DMFN,PT,TEX,6.75303
