Year,UNIT_MEASURE,Type,Value
2019 Q1,TONNES_T,tons of goods transported,3340
2019 Q2,TONNES_T,tons of goods transported,3686
2019 Q3,TONNES_T,tons of goods transported,3345
2019 Q4,TONNES_T,tons of goods transported,3322
2020 Q1,TONNES_T,tons of goods transported,2864
2020 Q2,TONNES_T,tons of goods transported,2710
2020 Q3,TONNES_T,tons of goods transported,2801
2020 Q4,TONNES_T,tons of goods transported,3136
