Year,SERIES,UNIT_MEASURE,Value
2000,NY_GDP_PCAP,PT,4.7
2001,NY_GDP_PCAP,PT,1.9
2002,NY_GDP_PCAP,PT,4.8
2003,NY_GDP_PCAP,PT,4.1
2004,NY_GDP_PCAP,PT,7.3
2005,NY_GDP_PCAP,PT,5.0
2006,NY_GDP_PCAP,PT,6.3
2007,NY_GDP_PCAP,PT,7.2
2008,NY_GDP_PCAP,PT,7.2
2009,NY_GDP_PCAP,PT,-1.3
2010,NY_GDP_PCAP,PT,2.7
2011,NY_GDP_PCAP,PT,2.8
2012,NY_GDP_PCAP,PT,1.1
2013,NY_GDP_PCAP,PT,4.0
2014,NY_GDP_PCAP,PT,2.5
2015,NY_GDP_PCAP,PT,5.7
2016,NY_GDP_PCAP,PT,4.6
2017,NY_GDP_PCAP,PT,4.6
2018,NY_GDP_PCAP,PT,5.1
2019,NY_GDP_PCAP,PT,4.2
2020,NY_GDP_PCAP,PT,-1.7
2021,NY_GDP_PCAP,PT,9.2
2022,NY_GDP_PCAP,PT,5.5
