Year,SERIES,UNIT_MEASURE,Value
2003,GR_G14_GDP,PT,23.9562657328075
2004,GR_G14_GDP,PT,22.8445369491468
2005,GR_G14_GDP,PT,41.4129818899751
2006,GR_G14_GDP,PT,44.2008029040042
2007,GR_G14_GDP,PT,44.9060770735408
2008,GR_G14_GDP,PT,43.6400967955669
2009,GR_G14_GDP,PT,41.7375095023106
2010,GR_G14_GDP,PT,42.8563874887263
2011,GR_G14_GDP,PT,43.3316157280503
2012,GR_G14_GDP,PT,43.7502030221352
2013,GR_G14_GDP,PT,42.6582565862232
2014,GR_G14_GDP,PT,43.8087208477132
2015,GR_G14_GDP,PT,43.1510838982097
2016,GR_G14_GDP,PT,42.7014657297644
2017,GR_G14_GDP,PT,42.9602093929945
2018,GR_G14_GDP,PT,43.1099367097622
2018,GR_G14_GDP,PT,43.3023112377387
2003,GR_G14_XDC,CUR_LCU_M,3519.07794461
2004,GR_G14_XDC,CUR_LCU_M,3654.70271678
2005,GR_G14_XDC,CUR_LCU_M,7122.06300173
2006,GR_G14_XDC,CUR_LCU_M,8586.44070901
2007,GR_G14_XDC,CUR_LCU_M,9832.69537387
2008,GR_G14_XDC,CUR_LCU_M,10903.09216344
2009,GR_G14_XDC,CUR_LCU_M,10342.52514245
2010,GR_G14_XDC,CUR_LCU_M,10862.59087389
2011,GR_G14_XDC,CUR_LCU_M,11357.055059
2012,GR_G14_XDC,CUR_LCU_M,11459.515307
2013,GR_G14_XDC,CUR_LCU_M,11408.133899
2014,GR_G14_XDC,CUR_LCU_M,11961.69050042
2015,GR_G14_XDC,CUR_LCU_M,12335.08718397
2016,GR_G14_XDC,CUR_LCU_M,12767.3368594217
2017,GR_G14_XDC,CUR_LCU_M,13479.29720672
2018,GR_G14_XDC,CUR_LCU_M,14402.25875764
2019,GR_G14_XDC,CUR_LCU_M,15018.09908774
