Year,SERIES,UNIT_MEASURE,Value
2016,SH_BLD_ECOLI,PT,22.73
2017,SH_BLD_ECOLI,PT,24.87
2018,SH_BLD_ECOLI,PT,20.16
2019,SH_BLD_ECOLI,PT,20.34 
2016,SH_BLD_MRSA,PT,17.97 
2017,SH_BLD_MRSA,PT,25.81
2018,SH_BLD_MRSA,PT,16.3
2019,SH_BLD_MRSA,PT,10.55
