Year,SERIES,UNIT_MEASURE,Value
2003,GC_GOB_TAXD,PT,83.47171
2004,GC_GOB_TAXD,PT,86.24788
2005,GC_GOB_TAXD,PT,59.63647
2006,GC_GOB_TAXD,PT,61.56456
2007,GC_GOB_TAXD,PT,57.82445
2008,GC_GOB_TAXD,PT,51.96723
2009,GC_GOB_TAXD,PT,46.89452
2010,GC_GOB_TAXD,PT,49.15388
2011,GC_GOB_TAXD,PT,51.64659
2012,GC_GOB_TAXD,PT,50.37305
2013,GC_GOB_TAXD,PT,49.38217
2014,GC_GOB_TAXD,PT,48.5627
2015,GC_GOB_TAXD,PT,53.03225
2016,GC_GOB_TAXD,PT,54.53435
2017,GC_GOB_TAXD,PT,56.92052
2018,GC_GOB_TAXD,PT,56.81212
2019,GC_GOB_TAXD,PT,56.38951
2020,GC_GOB_TAXD,PT,45.70763
2021,GC_GOB_TAXD,PT,53.0608
