Year,SERIES,UNIT_MEASURE,Value
2000,Indeks crvene liste,Index,0.89427
2001,Indeks crvene liste,Index,0.89421
2002,Indeks crvene liste,Index,0.89422
2003,Indeks crvene liste,Index,0.89411
2004,Indeks crvene liste,Index,0.89381
2005,Indeks crvene liste,Index,0.89352
2010,Indeks crvene liste,Index,0.88992
2015,Indeks crvene liste,Index,0.89081
2016,Indeks crvene liste,Index,0.89047
2017,Indeks crvene liste,Index,0.8902
2018,Indeks crvene liste,Index,0.88992
2019,Indeks crvene liste,Index,0.88945
2020,Indeks crvene liste,Index,0.88904
2021,Indeks crvene liste,Index,0.88866
