Year,SERIES,UNIT_MEASURE,Privredna aktivnost,Value
2009,Udio malih industrija sa kreditom ili kreditnom linijom,Postotak,Proizvodnja,59.31
2013,Udio malih industrija sa kreditom ili kreditnom linijom,Postotak,Proizvodnja,73.66
2019,Udio malih industrija sa kreditom ili kreditnom linijom,Postotak,Proizvodnja,44.38
2023,Udio malih industrija sa kreditom ili kreditnom linijom,Postotak,Proizvodnja,35.31
