Year,SERIES,UNIT_MEASURE,Godine,Spol,Value
2012,SP_DYN_MRBF15,(%) udanih žena u dobi od 20 - 24 god,20 do 24 godine,Žene,3.496
2012,SP_DYN_MRBF18,(%) udanih žena u dobi od 20 - 24 god,20 do 24 godine,Žene,0.158
