Year,SERIES,UNIT_MEASURE,Value
2002,DC_ODA_BDVL,konstantni američki dolari,0.85082
2003,DC_ODA_BDVL,konstantni američki dolari,0.38036
2004,DC_ODA_BDVL,konstantni američki dolari,4.59425
2005,DC_ODA_BDVL,konstantni američki dolari,0.6276
2006,DC_ODA_BDVL,konstantni američki dolari,1.74582
2007,DC_ODA_BDVL,konstantni američki dolari,0.88814
2008,DC_ODA_BDVL,konstantni američki dolari,3.65444
2009,DC_ODA_BDVL,konstantni američki dolari,4.51277
2010,DC_ODA_BDVL,konstantni američki dolari,12.36201
2011,DC_ODA_BDVL,konstantni američki dolari,1.15427
2012,DC_ODA_BDVL,konstantni američki dolari,2.69066
2013,DC_ODA_BDVL,konstantni američki dolari,1.22647
2014,DC_ODA_BDVL,konstantni američki dolari,1.52332
2015,DC_ODA_BDVL,konstantni američki dolari,0.72172
2016,DC_ODA_BDVL,konstantni američki dolari,4.089
2017,DC_ODA_BDVL,konstantni američki dolari,19.06079
2018,DC_ODA_BDVL,konstantni američki dolari,11.49886
