Year,SERIES,UNIT_MEASURE,Value
2010,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),807404829
2011,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),909534613
2012,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),828592009
2013,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),867795096
2014,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),1055825315
2015,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),840479293
2016,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),820185918
2017,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),994149740
2018,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),1106899767
2019,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),1099211448
2020,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),1135049964
2021,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),1305165479
2022,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),1420014541
2023,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),1525228383
2024,Ukupna trgovina praćena ekološkim prihvatljivim tehnologijama (tekući američki dolari),(nominalni američki dolari),1518653121
2010,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),259121986
2011,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),292867322
2012,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),249659960
2013,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),287045317
2014,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),316051618
2015,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),264719782
2016,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),268504132
2017,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),325846642
2018,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),371773743
2019,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),423096732
2020,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),440116863
2021,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),532174781
2022,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),566383147
2023,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),608733402
2024,Količina praćenih izvezenih tehnologija prihvatljivih za okoliš (tekući američki dolari),(nominalni američki dolari),617290361
2010,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),548282843
2011,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),616667292
2012,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),578932049
2013,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),580749777
2014,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),739773696
2015,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),575759510
2016,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),551681782
2017,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),668303000
2018,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),735125933
2019,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),676114612
2020,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),694933101
2021,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),772990698
2022,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),853631393
2023,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),916494981
2024,Količina praćenih uvezenih tehnologija prihvatljivih za okoliš (tekućii američki dolari),(nominalni američki dolari),901362760
