Year,SERIES,UNIT_MEASURE,Value
2000,DC_TRF_TOTL,CU_USD_M,946
2001,DC_TRF_TOTL,CU_USD_M,714
2002,DC_TRF_TOTL,CU_USD_M,709
2003,DC_TRF_TOTL,CU_USD_M,645
2004,DC_TRF_TOTL,CU_USD_M,956
2005,DC_TRF_TOTL,CU_USD_M,731
2006,DC_TRF_TOTL,CU_USD_M,1196
2007,DC_TRF_TOTL,CU_USD_M,1281
2008,DC_TRF_TOTL,CU_USD_M,1295
2009,DC_TRF_TOTL,CU_USD_M,580
2010,DC_TRF_TOTL,CU_USD_M,936
2011,DC_TRF_TOTL,CU_USD_M,668
2012,DC_TRF_TOTL,CU_USD_M,1091
2013,DC_TRF_TOTL,CU_USD_M,986
2014,DC_TRF_TOTL,CU_USD_M,551
2015,DC_TRF_TOTL,CU_USD_M,946
2016,DC_TRF_TOTL,CU_USD_M,656
2017,DC_TRF_TOTL,CU_USD_M,1008
2018,DC_TRF_TOTL,CU_USD_M,993
2019,DC_TRF_TOTL,CU_USD_M,691
2020,DC_TRF_TOTL,CU_USD_M,787
