Year,SERIES,UNIT_MEASURE,URBANISATION,Value
2007,SI_POV_NAHC,PT,_T,18.2
2011,SI_POV_NAHC,PT,_T,17.9
2015,SI_POV_NAHC,PT,_T,16.9
