Year,SERIES,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Value
2010,SH_IHR_CAPS,PT,IHR_01,75.0
2011,SH_IHR_CAPS,PT,IHR_01,
2014,SH_IHR_CAPS,PT,IHR_01,
2015,SH_IHR_CAPS,PT,IHR_01,100.0
2016,SH_IHR_CAPS,PT,IHR_01,
2017,SH_IHR_CAPS,PT,IHR_01,
2010,SH_IHR_CAPS,PT,IHR_02,40.0
2011,SH_IHR_CAPS,PT,IHR_02,
2014,SH_IHR_CAPS,PT,IHR_02,
2015,SH_IHR_CAPS,PT,IHR_02,30.0
2016,SH_IHR_CAPS,PT,IHR_02,
2017,SH_IHR_CAPS,PT,IHR_02,
2010,SH_IHR_CAPS,PT,IHR_03,48.0
2011,SH_IHR_CAPS,PT,IHR_03,
2014,SH_IHR_CAPS,PT,IHR_03,
2015,SH_IHR_CAPS,PT,IHR_03,80.0
2016,SH_IHR_CAPS,PT,IHR_03,
2017,SH_IHR_CAPS,PT,IHR_03,
2010,SH_IHR_CAPS,PT,IHR_04,32.0
2011,SH_IHR_CAPS,PT,IHR_04,
2014,SH_IHR_CAPS,PT,IHR_04,
2015,SH_IHR_CAPS,PT,IHR_04,60.0
2016,SH_IHR_CAPS,PT,IHR_04,
2017,SH_IHR_CAPS,PT,IHR_04,
2010,SH_IHR_CAPS,PT,IHR_05,33.0
2011,SH_IHR_CAPS,PT,IHR_05,
2014,SH_IHR_CAPS,PT,IHR_05,
2015,SH_IHR_CAPS,PT,IHR_05,45.0
2016,SH_IHR_CAPS,PT,IHR_05,
2017,SH_IHR_CAPS,PT,IHR_05,
2010,SH_IHR_CAPS,PT,IHR_06,20.0
2011,SH_IHR_CAPS,PT,IHR_06,
2014,SH_IHR_CAPS,PT,IHR_06,
2015,SH_IHR_CAPS,PT,IHR_06,57.0
2016,SH_IHR_CAPS,PT,IHR_06,
2017,SH_IHR_CAPS,PT,IHR_06,
2010,SH_IHR_CAPS,PT,IHR_07,0.0
2011,SH_IHR_CAPS,PT,IHR_07,
2014,SH_IHR_CAPS,PT,IHR_07,
2015,SH_IHR_CAPS,PT,IHR_07,20.0
2016,SH_IHR_CAPS,PT,IHR_07,
2017,SH_IHR_CAPS,PT,IHR_07,
2010,SH_IHR_CAPS,PT,IHR_08,43.0
2011,SH_IHR_CAPS,PT,IHR_08,
2014,SH_IHR_CAPS,PT,IHR_08,
2015,SH_IHR_CAPS,PT,IHR_08,49.0
2016,SH_IHR_CAPS,PT,IHR_08,
2017,SH_IHR_CAPS,PT,IHR_08,
2010,SH_IHR_CAPS,PT,IHR_09,26.0
2011,SH_IHR_CAPS,PT,IHR_09,
2014,SH_IHR_CAPS,PT,IHR_09,
2015,SH_IHR_CAPS,PT,IHR_09,0.0
2016,SH_IHR_CAPS,PT,IHR_09,
2017,SH_IHR_CAPS,PT,IHR_09,
2010,SH_IHR_CAPS,PT,IHR_10,76.0
