Year,SERIES,UNIT_MEASURE,FOOD_WS,Value
2019,AG_FOOD_WST,TONNES,HHS,273269.2359
2019,AG_FOOD_WST,TONNES,OOHC,91266.29414
2019,AG_FOOD_WST,TONNES,RTL,51628.39459
2019,AG_FOOD_WST_PC,KG,HHS,82.7838
2019,AG_FOOD_WST_PC,KG,OOHC,27.6481
2019,AG_FOOD_WST_PC,KG,RTL,15.6402
