Year,SERIES,UNIT_MEASURE,Value
2000,DC_TOF_AGRL,CON_USD_M,
2001,DC_TOF_AGRL,CON_USD_M,
2002,DC_TOF_AGRL,CON_USD_M,
2003,DC_TOF_AGRL,CON_USD_M,
2004,DC_TOF_AGRL,CON_USD_M,
2005,DC_TOF_AGRL,CON_USD_M,
2006,DC_TOF_AGRL,CON_USD_M,
2007,DC_TOF_AGRL,CON_USD_M,
2008,DC_TOF_AGRL,CON_USD_M,
2009,DC_TOF_AGRL,CON_USD_M,
2010,DC_TOF_AGRL,CON_USD_M,16.505474
2011,DC_TOF_AGRL,CON_USD_M,18.44187
2012,DC_TOF_AGRL,CON_USD_M,
2013,DC_TOF_AGRL,CON_USD_M,
2014,DC_TOF_AGRL,CON_USD_M,
2015,DC_TOF_AGRL,CON_USD_M,12.063021
2016,DC_TOF_AGRL,CON_USD_M,8.586942
2017,DC_TOF_AGRL,CON_USD_M,10.609201
2018,DC_TOF_AGRL,CON_USD_M,15.479261
2019,DC_TOF_AGRL,CON_USD_M,21.715442
2020,DC_TOF_AGRL,CON_USD_M,19.55149
2021,DC_TOF_AGRL,CON_USD_M,21.74669
2022,DC_TOF_AGRL,CON_USD_M,14.751326
2023,DC_TOF_AGRL,CON_USD_M,11.483927
