Year,SERIES,UNIT_MEASURE,Value
2000,SL_EMP_PCAP,PT,12.86
2001,SL_EMP_PCAP,PT,1.77
2002,SL_EMP_PCAP,PT,4.95
2003,SL_EMP_PCAP,PT,4.18
2004,SL_EMP_PCAP,PT,7.92
2005,SL_EMP_PCAP,PT,5.33
2006,SL_EMP_PCAP,PT,6.87
2007,SL_EMP_PCAP,PT,2.15
2008,SL_EMP_PCAP,PT,-2.75
2009,SL_EMP_PCAP,PT,-0.38
2010,SL_EMP_PCAP,PT,5.34
2011,SL_EMP_PCAP,PT,3.88
2012,SL_EMP_PCAP,PT,0.62
2013,SL_EMP_PCAP,PT,3.79
2014,SL_EMP_PCAP,PT,0.18
2015,SL_EMP_PCAP,PT,4.44
2016,SL_EMP_PCAP,PT,1.46
2017,SL_EMP_PCAP,PT,-2.11
2018,SL_EMP_PCAP,PT,2.6
2019,SL_EMP_PCAP,PT,-1.52
2020,SL_EMP_PCAP,PT,-1.91
2021,SL_EMP_PCAP,PT,1.95
2022,SL_EMP_PCAP,PT,3.04
