Year,UNIT_MEASURE,Type,Value
2019 Q1,TONNES,tons of goods transported,442
2019 Q2,TONNES,tons of goods transported,514
2019 Q3,TONNES,tons of goods transported,737
2019 Q4,TONNES,tons of goods transported,542
2020 Q1,TONNES,tons of goods transported,423
2020 Q2,TONNES,tons of goods transported,566
2020 Q3,TONNES,tons of goods transported,963
2020 Q4,TONNES,tons of goods transported,463
