Year,SERIES,UNIT_MEASURE,Value
2015,SG_NHR_IMPLN,NUMBER,
2016,SG_NHR_IMPLN,NUMBER,
2017,SG_NHR_IMPLN,NUMBER,
2018,SG_NHR_IMPLN,NUMBER,
2019,SG_NHR_IMPLN,NUMBER,
2020,SG_NHR_IMPLN,NUMBER,
2021,SG_NHR_IMPLN,NUMBER,
2022,SG_NHR_IMPLN,NUMBER,
2023,SG_NHR_IMPLN,NUMBER,
2024,SG_NHR_IMPLN,NUMBER,
2000,SG_NHR_CMPLNC,NUMBER,0.0
2005,SG_NHR_CMPLNC,NUMBER,2.0
2010,SG_NHR_CMPLNC,NUMBER,2.0
2015,SG_NHR_CMPLNC,NUMBER,2.0
2016,SG_NHR_CMPLNC,NUMBER,2.0
2017,SG_NHR_CMPLNC,NUMBER,2.0
2018,SG_NHR_CMPLNC,NUMBER,2.0
2019,SG_NHR_CMPLNC,NUMBER,2.0
2020,SG_NHR_CMPLNC,NUMBER,2.0
2021,SG_NHR_CMPLNC,NUMBER,2.0
2022,SG_NHR_CMPLNC,NUMBER,2.0
2023,SG_NHR_CMPLNC,NUMBER,2.0
2024,SG_NHR_CMPLNC,NUMBER,2.0
2015,SG_NHR_IMPL,PT,100.0
2016,SG_NHR_IMPL,PT,100.0
2017,SG_NHR_IMPL,PT,100.0
2018,SG_NHR_IMPL,PT,100.0
2019,SG_NHR_IMPL,PT,100.0
2020,SG_NHR_IMPL,PT,100.0
2021,SG_NHR_IMPL,PT,100.0
2022,SG_NHR_IMPL,PT,100.0
2023,SG_NHR_IMPL,PT,100.0
2024,SG_NHR_IMPL,PT,100.0
