Year,SERIES,UNIT_MEASURE,AGE,SEX,Value
2012,SP_DYN_MRBF15,PER_MARW_20T24Y,Y20T24,F,3.496
2012,SP_DYN_MRBF18,PER_MARW_20T24Y,Y20T24,F,0.158
