Year,SERIES,UNIT_MEASURE,Value
2001,SN_ITK_DEFCN,MILLIONS,0.1
2002,SN_ITK_DEFCN,MILLIONS,0.1
2003,SN_ITK_DEFCN,MILLIONS,0.1
2001,SN_ITK_DEFC,PT,3.2
2002,SN_ITK_DEFC,PT,3.0
2003,SN_ITK_DEFC,PT,2.6
2004,SN_ITK_DEFC,PT,2.5
2005,SN_ITK_DEFC,PT,2.5
2006,SN_ITK_DEFC,PT,2.5
2007,SN_ITK_DEFC,PT,2.5
2008,SN_ITK_DEFC,PT,2.5
2009,SN_ITK_DEFC,PT,2.5
2010,SN_ITK_DEFC,PT,2.5
2011,SN_ITK_DEFC,PT,2.5
2012,SN_ITK_DEFC,PT,2.5
2013,SN_ITK_DEFC,PT,2.5
2014,SN_ITK_DEFC,PT,2.5
2015,SN_ITK_DEFC,PT,2.5
2016,SN_ITK_DEFC,PT,2.5
2017,SN_ITK_DEFC,PT,2.5
2018,SN_ITK_DEFC,PT,2.5
2019,SN_ITK_DEFC,PT,2.5
2020,SN_ITK_DEFC,PT,2.5
