Year,SERIES,UNIT_MEASURE,ACTIVITY,Value
2009,FC_ACC_SSID,PT,ISIC4_C,59.31
2013,FC_ACC_SSID,PT,ISIC4_C,73.66
2019,FC_ACC_SSID,PT,ISIC4_C,44.38
2023,FC_ACC_SSID,PT,ISIC4_C,35.31
