Year,SERIES,UNIT_MEASURE,Value
2000,SH_ACS_UNHC,IX,
2005,SH_ACS_UNHC,IX,
2010,SH_ACS_UNHC,IX,
2015,SH_ACS_UNHC,IX,
2017,SH_ACS_UNHC,IX,
2019,SH_ACS_UNHC,IX,
2021,SH_ACS_UNHC,IX,
2000,SH_ACS_UNHC_25,IX,54.0
2001,SH_ACS_UNHC_25,IX,54.0
2002,SH_ACS_UNHC_25,IX,55.0
2003,SH_ACS_UNHC_25,IX,55.0
2004,SH_ACS_UNHC_25,IX,56.0
2005,SH_ACS_UNHC_25,IX,56.0
2006,SH_ACS_UNHC_25,IX,57.0
2007,SH_ACS_UNHC_25,IX,57.0
2008,SH_ACS_UNHC_25,IX,58.0
2009,SH_ACS_UNHC_25,IX,58.0
2010,SH_ACS_UNHC_25,IX,59.0
2011,SH_ACS_UNHC_25,IX,60.0
2012,SH_ACS_UNHC_25,IX,61.0
2013,SH_ACS_UNHC_25,IX,62.0
2014,SH_ACS_UNHC_25,IX,63.0
2015,SH_ACS_UNHC_25,IX,64.0
2016,SH_ACS_UNHC_25,IX,65.0
2017,SH_ACS_UNHC_25,IX,62.0
2018,SH_ACS_UNHC_25,IX,63.0
2019,SH_ACS_UNHC_25,IX,64.0
2020,SH_ACS_UNHC_25,IX,64.0
2021,SH_ACS_UNHC_25,IX,64.0
2022,SH_ACS_UNHC_25,IX,64.0
2023,SH_ACS_UNHC_25,IX,64.0
