Year,SERIES,COMPOSITE_BREAKDOWN,UNIT_MEASURE,Value
2021,SG_CPA_MIGRS,ALLDOMAINS,NUMBER,2
2021,SG_CPA_MIGRS,DOMAIN1,NUMBER,3
2021,SG_CPA_MIGRS,DOMAIN2,NUMBER,2
2021,SG_CPA_MIGRS,DOMAIN3,NUMBER,2
2021,SG_CPA_MIGRS,DOMAIN4,NUMBER,2
2021,SG_CPA_MIGRS,DOMAIN5,NUMBER,2
2021,SG_CPA_MIGRS,DOMAIN6,NUMBER,4
