Year,SERIES,UNIT_MEASURE,Value
2018,SH_BLD_ECOLI,PT,20.16
2019,SH_BLD_ECOLI,PT,20.34
2020,SH_BLD_ECOLI,PT,23.46
2018,SH_BLD_MRSA,PT,16.3
2019,SH_BLD_MRSA,PT,10.55
2020,SH_BLD_MRSA,PT,23.21
