Value,en,bs,sr,hr,Disaggregation combinations using this value,Number of indicators
_T,All types of households,Sve vrste domaćinstava,Све врсте домаћинстава,Sve vrste kućanstava,5,1
HH_ADTONLY,Households composed only of people aged between 20 and 59 years old,Domaćinstva sastavljena samo od osoba starosti između 20 i 59 godina,Домаћинства састављена само од особа старости између 20 и 59 година,Kućanstva sastavljena samo od osoba u dobi između 20 i 59 godina,1,1
HH_ADTWCHLDADO,Adults living with children (0 to 9 years old) and or adolescents (10 to 19 years old),Odrasli koji žive s djecom (od 0 do 9 godina) i ili adolescentima (od 10 do 19 godina),Одрасли који живе са децом (0 до 9 година) и или адолесцентима (10 до 19 година),Odrasli koji žive s djecom (od 0 do 9 godina) i ili adolescentima (od 10 do 19 godina),1,1
HH_ADTWOLDER,Households composed of adults living with at least one older person (60 years and older),Domaćinstva sastavljena od odraslih koji žive s najmanje jednom starijom osobom (60 godina i više),Домаћинства састављена од одраслих који живе са најмање једном старијом особом (60 година и више),Kućanstva sastavljena od odraslih koji žive s najmanje jednom starijom osobom (60 godina i više),1,1
HH_MULTIGEN,Households include adults living with people below 20 years old (children and or adolescents) as well as older adults (60 years old or more),"Domaćinstva uključuju odrasle koji žive s osobama mlađim od 20 godina (djeca i ili adolescenti), kao i starije odrasle osobe (60 godina i više)","Домаћинства укључују одрасле који живе са особама млађим од 20 година (деца и или адолесценти), као и старије одрасле особе (60 година и више)","Kućanstva uključuju odrasle koji žive s osobama mlađim od 20 godina (djeca i ili adolescenti), kao i starije odrasle osobe (60 godina i više)",1,1
HH_ONLYOLDER,Households exclusively composed of older people (60 years and older),Domaćinstva sastavljena isključivo od starijih osoba (60 godina i više),Домаћинства састављена искључиво од старијих особа (60 година и више),Kućanstva sastavljena isključivo od starijih osoba (60 godina i više),1,1
